date,Temp(degC),Air_temp(degC),Salinity(PSU),pH,DO(mg/l),precipitation(mm)
2020-01-01 05:30:00,25.73067578,23.1375,35.07501538,8.249994361,6.949774609,0.00102
2020-01-01 05:35:00,25.72451367,23.13225,35.0750155,8.250147181,6.947487305,0.00102
2020-01-01 05:40:00,25.72143262,23.122625,35.07501556,8.25022359,6.948630957,0.00102
2020-01-01 05:45:00,25.71989209,23.1103125,35.10300778,8.250261795,6.949202783,0.00102
2020-01-01 05:50:00,25.71912183,23.09365625,35.17000389,8.250280898,6.949488696,0.00102
2020-01-01 05:55:00,25.71873669,23.07132813,35.22300195,8.250290449,6.949631653,0.00102
2020-01-01 06:00:00,25.71854413,23.04716406,35.19900097,8.250295224,6.949703131,0.00102
2020-01-01 06:05:00,25.71844785,23.02408203,35.18700049,8.2503,6.94973887,0.00102
2020-01-01 06:10:00,25.7183997,23.00354102,35.18100024,8.2573,6.9306,0.00102
2020-01-01 06:15:00,25.71837563,22.99077051,35.17800012,8.2609,6.9377,0.00102
2020-01-01 06:20:00,25.71838767,22.98438525,35.17650006,8.2649,6.9452,0.00102
2020-01-01 06:25:00,25.71839369,22.98119263,35.17575003,8.2715,6.961,0.00102
2020-01-01 06:30:00,25.7183967,22.97959631,35.17537502,8.2782,6.9748,0.00102
2020-01-01 06:35:00,25.7183982,22.98029816,35.17556252,8.2853,6.9865,0.00102
2020-01-01 06:40:00,25.71839895,22.98064908,35.17565628,8.2918,7.0,0.00102
2020-01-01 06:45:00,25.71839933,22.976,35.17570315,8.2958,7.0149,0.00102
2020-01-01 06:50:00,25.71839952,22.978,35.17572659,8.2984,7.02435,0.00102
2020-01-01 06:55:00,25.71839961,22.975,35.17573831,8.2996,7.041875,0.00102
2020-01-01 07:00:00,25.71839966,22.973,35.17574417,8.2985,7.0569875,0.00102
2020-01-01 07:05:00,25.74419983,22.975,35.1757471,8.2948,7.04943125,0.00102
2020-01-01 07:10:00,25.84109991,22.976,35.17574857,8.2745,7.045653125,0.00102
2020-01-01 07:15:00,25.81754996,22.978,35.1757493,8.273,7.043764062,0.00102
2020-01-01 07:20:00,25.80577498,22.981,35.18687465,8.2698,7.042819531,0.00102
2020-01-01 07:25:00,25.79988749,22.983,35.19893732,8.26385,7.042347266,0.00102
2020-01-01 07:30:00,25.79694374,22.986,35.20496866,8.257225,7.042111133,0.00102
2020-01-01 07:35:00,25.79547187,22.991,35.20798433,8.2517125,7.042229199,0.00102
2020-01-01 07:40:00,25.79473594,22.996,35.20949217,8.24830625,7.042288232,0.00102
2020-01-01 07:45:00,25.79436797,23.001,35.21024608,8.249103125,7.042317749,0.00102
2020-01-01 07:50:00,25.79418398,23.005,35.21062304,8.249501563,7.042332507,0.00102
2020-01-01 07:55:00,25.79409199,23.008,35.223,8.249700781,7.042339886,0.00102
2020-01-01 08:00:00,25.794046,23.01,35.218,8.249800391,7.042343576,0.0
2020-01-01 08:05:00,25.742023,23.012,35.211,8.249850195,7.042345421,0.0
2020-01-01 08:10:00,25.7160115,23.013,35.211,8.249875098,7.042346343,0.0
2020-01-01 08:15:00,25.70300575,23.011,35.223,8.249887549,7.042346804,0.0
2020-01-01 08:20:00,25.69650287,23.009,35.234,8.249893774,7.080073402,0.0
2020-01-01 08:25:00,25.69325144,22.997,35.238,8.2449,7.192786701,0.0
2020-01-01 08:30:00,25.69162572,22.9965,35.239,8.2499,7.382193351,0.0
2020-01-01 08:35:00,25.69081286,22.99675,35.237,8.2566,7.584746675,0.0
2020-01-01 08:40:00,25.69040643,22.996875,35.234,8.263,7.572723338,0.0
2020-01-01 08:45:00,25.69020321,22.9969375,35.235,8.2672,7.566711669,0.0
2020-01-01 08:50:00,25.69010161,22.99696875,35.235,8.2701,7.563705834,0.0
2020-01-01 08:55:00,25.6760508,22.99698438,35.235,8.2709,7.562202917,0.0
2020-01-01 09:00:00,25.6545254,22.99699219,35.234,8.2699,7.561451459,0.0
2020-01-01 09:05:00,25.6437627,22.99699609,35.234,8.2675,7.561075729,0.0
2020-01-01 09:10:00,25.63338135,22.99699805,35.234,8.249896887,7.560887865,0.0
2020-01-01 09:15:00,25.61869068,22.99699902,35.235,8.247498444,7.560793932,0.0
2020-01-01 09:20:00,25.60484534,23.00199951,35.236,8.246299222,7.560746966,0.0
2020-01-01 09:25:00,25.59792267,23.00849976,35.236,8.241949611,7.560723483,0.0
2020-01-01 09:30:00,25.59446133,23.01274988,35.237,8.236474805,7.477011742,0.0
2020-01-01 09:35:00,25.59273067,23.01437494,35.237,8.231487403,7.426905871,0.0
2020-01-01 09:40:00,25.591,23.01356241,35.237,8.226743701,7.401852935,0.0
2020-01-01 09:45:00,25.588,23.01315614,35.238,8.221421851,7.321376468,0.0
2020-01-01 09:50:00,25.5845,23.01295301,35.24,8.216110925,7.223188234,0.0
2020-01-01 09:55:00,25.57475,23.01285144,35.242,8.215255463,7.130344117,0.0
2020-01-01 10:00:00,25.561875,23.01280066,35.244,8.215683194,7.039572058,0.0
2020-01-01 10:05:00,25.5514375,23.01277527,35.245,8.21589706,6.972786029,0.0
2020-01-01 10:10:00,25.54171875,23.018,35.245,8.216003993,6.907393015,0.0
2020-01-01 10:15:00,25.53185937,23.017,35.243,8.216057459,6.814446507,0.0
2020-01-01 10:20:00,25.52292969,23.016,35.24,8.216084192,6.721173254,0.0
2020-01-01 10:25:00,25.51396484,23.011,35.237,8.216070826,6.674536627,0.0
2020-01-01 10:30:00,25.50598242,23.01188763,35.232,8.216064142,6.651218313,0.0
2020-01-01 10:35:00,25.50099121,23.01233145,35.226,8.216060801,6.639559157,0.0
2020-01-01 10:40:00,25.50049561,23.01255336,35.22,8.2144,6.6233,0.0
2020-01-01 10:45:00,25.50074341,23.01266432,35.216,8.2188,6.6267,0.0
2020-01-01 10:50:00,25.50086731,23.01271979,35.213,8.2214,6.6279,0.0
2020-01-01 10:55:00,25.50092926,23.01274753,35.214,8.2213,6.6215,0.0
2020-01-01 11:00:00,25.50096024,23.01437377,35.215,8.2195,6.6052,0.0
2020-01-01 11:05:00,25.50097572,23.01518688,35.217,8.2172,6.5958,0.0
2020-01-01 11:10:00,25.50098347,23.01559344,35.222,8.216062471,6.5722,0.0
2020-01-01 11:15:00,25.50098734,23.01929672,35.229,8.216063307,6.5821,0.0
2020-01-01 11:20:00,25.496,23.02764836,35.236,8.216063725,6.58705,0.0
2020-01-01 11:25:00,25.5,23.03682418,35.24,8.216181862,6.589525,0.0
2020-01-01 11:30:00,25.504,23.04591209,35.244,8.21675,6.5907625,0.0
2020-01-01 11:35:00,25.506,23.04895605,35.244,8.218,6.59138125,0.0
2020-01-01 11:40:00,25.507,23.04747802,35.242,8.21875,6.591690625,0.0
2020-01-01 11:45:00,25.509,23.04673901,35.241,8.219125,6.591845313,0.0
2020-01-01 11:50:00,25.508,23.04636951,35.238,8.2193125,6.591922656,0.0
2020-01-01 11:55:00,25.506,23.04618475,35.232,8.22410625,6.591961328,0.0
2020-01-01 12:00:00,25.504,23.04609238,35.228,8.229753125,6.591980664,0.0
2020-01-01 12:05:00,25.503,23.04604619,35.225,8.232026562,6.626290332,0.0
2020-01-01 12:10:00,25.503,23.04602309,35.226,8.233163281,6.680495166,0.0
2020-01-01 12:15:00,25.504,23.04601155,35.231,8.233731641,6.745197583,0.0
2020-01-01 12:20:00,25.505,23.04600577,35.238,8.23401582,6.821398792,0.0
2020-01-01 12:25:00,25.505,23.04600866,35.246,8.23415791,6.912599396,0.0
2020-01-01 12:30:00,25.506,23.0460101,35.257,8.234228955,7.018099698,0.0
2020-01-01 12:35:00,25.506,23.04601083,35.271,8.234264478,7.121899849,0.0
2020-01-01 12:40:00,25.507,23.04601119,35.284,8.2394,7.123599924,0.0
2020-01-01 12:45:00,25.507,23.04601137,35.293,8.2354,7.122749887,0.0
2020-01-01 12:50:00,25.507,23.04601146,35.298,8.2343,7.122324868,0.0
2020-01-01 12:55:00,25.507,23.0460115,35.296,8.2384,7.122112358,0.0
2020-01-01 13:00:00,25.506,23.04601152,35.292,8.2443,7.122006104,0.0
2020-01-01 13:05:00,25.505,23.04601154,35.285,8.24725,7.121952976,0.0
2020-01-01 13:10:00,25.505,23.04800577,35.2515,8.253125,7.121926413,0.0
2020-01-01 13:15:00,25.504,23.06100288,35.24875,8.2621125,7.121913131,0.0
2020-01-01 13:20:00,25.504,23.08000144,35.241,8.26445625,7.12190649,0.0
2020-01-01 13:25:00,25.504,23.10100072,35.228,8.263284375,7.121903169,0.0
2020-01-01 13:30:00,25.504,23.12200036,35.219,8.262698438,7.084101585,0.0
2020-01-01 13:35:00,25.505,23.14050018,35.217,8.262405469,7.046900792,0.0
2020-01-01 13:40:00,25.506,23.15775009,35.217,8.262258984,7.017350396,0.0
2020-01-01 13:45:00,25.507,23.17587505,35.217,8.262185742,7.002575198,0.0
2020-01-01 13:50:00,25.509,23.19343752,35.222,8.262149121,6.995187599,0.0
2020-01-01 13:55:00,25.511,23.20971876,35.231,8.262130811,6.9914938,0.0
2020-01-01 14:00:00,25.512,23.22485938,35.241,8.262121655,6.9811,0.0
2020-01-01 14:05:00,25.512,23.23942969,35.251,8.2668,6.9878,0.0
2020-01-01 14:10:00,25.509,23.25371485,35.26,8.2607,6.98025,0.0
2020-01-01 14:15:00,25.504,23.26885742,35.267,8.2574,6.960875,0.0
2020-01-01 14:20:00,25.5005,23.28342871,35.276,8.2542,6.9324875,0.0
2020-01-01 14:25:00,25.49475,23.29571436,35.289,8.2492,6.90964375,0.0
2020-01-01 14:30:00,25.486375,23.30535718,35.296,8.2449,6.889021875,0.0
2020-01-01 14:35:00,25.4751875,23.31267859,35.303,8.2411,6.869910938,0.0
2020-01-01 14:40:00,25.46859375,23.31933929,35.3,8.2381,6.852755469,0.0
2020-01-01 14:45:00,25.46679688,23.32816965,35.2985,8.2368,6.834977734,0.0
2020-01-01 14:50:00,25.46589844,23.34058482,35.29775,8.2367,6.819488867,0.0
2020-01-01 14:55:00,25.46544922,23.35729241,35.297375,8.2376,6.8002,0.0
2020-01-01 15:00:00,25.46522461,23.37864621,35.2971875,8.2408,6.7957,0.0
2020-01-01 15:05:00,25.4651123,23.4038231,35.29709375,8.255,6.7871,0.0
2020-01-01 15:10:00,25.46505615,23.43391155,35.29704687,8.25505,6.7773,0.0
2020-01-01 15:15:00,25.46502808,23.46995578,35.29702344,8.255025,6.7642,0.0
2020-01-01 15:20:00,25.46501404,23.50997789,35.31,8.2550125,6.749,0.0
2020-01-01 15:25:00,25.462,23.55098894,35.297,8.25500625,6.7334,0.0
2020-01-01 15:30:00,25.465,23.59149447,35.287,8.255003125,6.72355,0.0
2020-01-01 15:35:00,25.462,23.62974724,35.282,8.255001563,6.706225,0.0
2020-01-01 15:40:00,25.458,23.66687362,35.279,8.255000781,6.6828125,0.0
2020-01-01 15:45:00,25.453,23.70493681,35.275,8.255000391,6.65360625,0.0
2020-01-01 15:50:00,25.4495,23.7429684,35.274,8.255000195,6.618303125,0.0
2020-01-01 15:55:00,25.44175,23.7799842,35.277,8.255000293,6.576451562,0.0
2020-01-01 16:00:00,25.432375,23.8184921,35.28,8.255000342,6.532125781,0.0
2020-01-01 16:05:00,25.4276875,23.85974605,35.283,8.255000366,6.490512891,0.0
2020-01-01 16:10:00,25.42684375,23.90537303,35.285,8.255000378,6.453806445,0.0
2020-01-01 16:15:00,25.42726563,23.95718651,35.284,8.255000385,6.431353223,0.0
2020-01-01 16:20:00,25.42747656,24.01409326,35.284,8.255000381,6.420126611,0.0
2020-01-01 16:25:00,25.42758203,24.07454663,35.287,8.25500038,6.414513306,0.0
2020-01-01 16:30:00,25.42763477,24.13927331,35.292,8.255000379,6.411706653,0.0
2020-01-01 16:35:00,25.42766113,24.20863666,35.298,8.255000379,6.410303326,0.0
2020-01-01 16:40:00,25.42767432,24.28131833,35.305,8.255000379,6.3968,0.0
2020-01-01 16:45:00,25.42768091,24.35515916,35.311,8.255000379,6.405,0.0
2020-01-01 16:50:00,25.423,24.42907958,35.317,8.255000378,6.4089,0.0
2020-01-01 16:55:00,25.426,24.50103979,35.323,8.255000378,6.4038,0.0
2020-01-01 17:00:00,25.43,24.5715199,35.329,8.255000378,6.3976,0.0
2020-01-01 17:05:00,25.42884045,24.64225995,35.334,8.254850189,6.396,0.0
2020-01-01 17:10:00,25.42826068,24.71262997,35.338,8.247875095,6.3914,0.0
2020-01-01 17:15:00,25.42797079,24.78131499,35.341,8.234737547,6.3833,0.0
2020-01-01 17:20:00,25.42782585,24.84915749,35.341,8.218768774,6.3781,0.0
2020-01-01 17:25:00,25.42775338,24.91757875,35.336,8.209484387,6.3778,0.0
2020-01-01 17:30:00,25.42771714,24.98728937,35.3095,8.204842193,6.3839,0.0
2020-01-01 17:35:00,25.42769903,25.05914469,35.30875,8.202521097,6.4,0.0
2020-01-01 17:40:00,25.42684951,25.13257234,35.296375,8.201360548,6.4198,0.0
2020-01-01 17:45:00,25.42642476,25.20528617,35.2751875,8.200780274,6.4297,0.0
2020-01-01 17:50:00,25.42121238,25.27814309,35.24509375,8.200490137,6.44705,0.0
2020-01-01 17:55:00,25.40560619,25.35107154,35.20604687,8.200345069,6.470475,0.0
2020-01-01 18:00:00,25.38380309,25.42503577,35.16102344,8.1938,6.4991375,0.0
2020-01-01 18:05:00,25.36090155,25.50151789,35.11401172,8.1988,6.53326875,0.0
2020-01-01 18:10:00,25.33845077,25.58125894,35.06650586,8.2002,6.572184375,0.0
2020-01-01 18:15:00,25.32322539,25.66412947,35.02075293,8.1952,6.615292187,0.0
2020-01-01 18:20:00,25.33083808,25.75106474,34.97537646,8.1884,6.663596094,0.0
2020-01-01 18:25:00,25.33464443,25.84203237,34.92868823,8.1956,6.718248047,0.0
2020-01-01 18:30:00,25.3365476,25.93751618,34.88184412,8.1958,6.779624023,0.0
2020-01-01 18:35:00,25.33749919,26.03875809,34.83592206,8.1959,6.848212012,0.0
2020-01-01 18:40:00,25.33797498,26.14237905,34.82346103,8.19595,6.920206006,0.0
2020-01-01 18:45:00,25.33821288,26.24368952,34.82873051,8.195975,6.990403003,0.0
2020-01-01 18:50:00,25.33833183,26.34084476,34.83136526,8.1959875,7.056901501,0.0
2020-01-01 18:55:00,25.3383913,26.43192238,34.83268263,8.1974,7.116900751,0.0
2020-01-01 19:00:00,25.33842104,26.51746119,34.83334131,8.1988,7.170350375,0.0
2020-01-01 19:05:00,25.34621052,26.5982306,34.83367066,8.21095,7.218325188,0.0
2020-01-01 19:10:00,25.38110526,26.6731153,34.83350599,8.235125,7.258412594,0.0
2020-01-01 19:15:00,25.43755263,26.74055765,34.83342365,8.2650125,7.288356297,0.0
2020-01-01 19:20:00,25.50427631,26.80327882,34.83338248,8.26540625,7.312828148,0.0
2020-01-01 19:25:00,25.56713816,26.86513941,34.8333619,8.265209375,7.337564074,0.0
2020-01-01 19:30:00,25.59856908,26.92706971,34.834,8.265110938,7.364832037,0.0
2020-01-01 19:35:00,25.61428454,26.99203485,34.842,8.265061719,7.398216019,0.0
2020-01-01 19:40:00,25.62114227,27.05851743,34.844,8.265037109,7.435458009,0.0
2020-01-01 19:45:00,25.62307113,27.12275871,34.847,8.265024805,7.472279005,0.0
2020-01-01 19:50:00,25.62403557,27.18637936,34.83340307,8.265030957,7.510689502,0.0
2020-01-01 19:55:00,25.62451778,27.25018968,34.83341336,8.265034033,7.551894751,0.0
2020-01-01 20:00:00,25.62475889,27.31259484,34.8334185,8.265035571,7.592347376,0.0
2020-01-01 20:05:00,25.62487945,27.37179742,34.83342108,8.26503634,7.615523688,0.0
2020-01-01 20:10:00,25.63,27.42739871,34.83371054,8.265036725,7.627111844,0.0
2020-01-01 20:15:00,25.632,27.47669935,34.837,8.265036917,7.632905922,0.0
2020-01-01 20:20:00,25.635,27.52184968,34.841,8.265037013,7.635802961,0.0
2020-01-01 20:25:00,25.628,27.56342484,34.843,8.265037061,7.63725148,0.0
2020-01-01 20:30:00,25.625,27.60171242,34.8455,8.265037085,7.63797574,0.0
2020-01-01 20:35:00,25.627,27.63635621,34.8555,8.272168543,7.6622,0.0
2020-01-01 20:40:00,25.629,27.6671781,34.87175,8.282184271,7.645,0.0
2020-01-01 20:45:00,25.631,27.69508905,34.891375,8.285592136,7.6387,0.0
2020-01-01 20:50:00,25.6295,27.72054453,34.9106875,8.287296068,7.6443,0.0
2020-01-01 20:55:00,25.622,27.74477226,34.92584375,8.288148034,7.6654,0.0
2020-01-01 21:00:00,25.618,27.74738613,34.93892187,8.288574017,7.6847,0.0
2020-01-01 21:05:00,25.6315,27.7460792,34.95346094,8.288787008,7.7046,0.0
2020-01-01 21:10:00,25.63325,27.74542573,34.96773047,8.288893504,7.69465,0.0
2020-01-01 21:15:00,25.637625,27.745099,34.97086523,8.288946752,7.689675,0.0
2020-01-01 21:20:00,25.6468125,27.74493563,34.96929785,8.288973376,7.6871875,0.0
2020-01-01 21:25:00,25.65640625,27.74485395,34.96851416,8.2922,7.68594375,0.0
2020-01-01 21:30:00,25.66620312,27.7448131,34.96812231,8.289,7.685321875,0.0
2020-01-01 21:35:00,25.67560156,27.74479268,34.96792639,8.2912,7.685632812,0.0
2020-01-01 21:40:00,25.68430078,27.74478247,34.96802435,8.2935,7.685788281,0.0
2020-01-01 21:45:00,25.69315039,27.74477737,34.96807333,8.2929,7.685866016,0.0
2020-01-01 21:50:00,25.7015752,27.72788868,34.96809782,8.2927,7.685904883,0.0
2020-01-01 21:55:00,25.7067876,27.69544434,34.96811007,8.2922,7.685924316,0.0
2020-01-01 22:00:00,25.7048938,27.65372217,34.974,8.2926,7.685934033,0.0
2020-01-01 22:05:00,25.7039469,27.60736109,34.963,8.2954,7.685938892,0.0
2020-01-01 22:10:00,25.70347345,27.55868054,34.956,8.2993,7.685941321,0.0
2020-01-01 22:15:00,25.70323672,27.50984027,34.957,8.3039,7.685942535,0.0
2020-01-01 22:20:00,25.70311836,27.46092014,34.963,8.30725,7.740321268,0.0
2020-01-01 22:25:00,25.70305918,27.41046007,34.971,8.313375,7.896910634,0.0
2020-01-01 22:30:00,25.70302959,27.35973003,34.9795,8.3221875,8.154905317,0.0
2020-01-01 22:35:00,25.7030148,27.30986502,34.99375,8.32974375,8.426452658,0.0
2020-01-01 22:40:00,25.7030074,27.25943251,35.011875,8.327971875,8.312726329,0.0
2020-01-01 22:45:00,25.7030037,27.20621625,35.0304375,8.327085937,8.255863165,0.0
2020-01-01 22:50:00,25.69850185,27.14860813,35.04671875,8.326642969,8.227431582,0.0
2020-01-01 22:55:00,25.69125092,27.08580406,35.05785938,8.326421484,8.213215791,0.0
2020-01-01 23:00:00,25.68212546,27.01840203,35.06592969,8.326310742,8.206107896,0.0
2020-01-01 23:05:00,25.67056273,26.94920102,35.07346484,8.326255371,8.202553948,0.0
2020-01-01 23:10:00,25.65778137,26.87710051,35.085,8.326227686,8.200776974,0.0
2020-01-01 23:15:00,25.64439068,26.80255025,35.085,8.326213843,8.199888487,0.0
2020-01-01 23:20:00,25.64219534,26.72527513,35.085,8.326206921,8.199444243,0.0
2020-01-01 23:25:00,25.64329301,26.64613756,35.085,8.326203461,8.199222122,0.0
2020-01-01 23:30:00,25.64384185,26.56606878,35.085,8.32620173,8.051961061,0.0
2020-01-01 23:35:00,25.64411627,26.48503439,35.089,8.326202596,7.97833053,0.0
2020-01-01 23:40:00,25.64425347,26.4035172,35.091,8.326203028,7.941515265,0.0
2020-01-01 23:45:00,25.64432208,26.3197586,35.09,8.326203244,7.846507633,0.0
2020-01-01 23:50:00,25.64435638,26.2348793,35.087,8.326203353,7.772153816,0.0
2020-01-01 23:55:00,25.64433923,26.14843965,35.082,8.326203407,7.759626908,0.0
2020-01-02 00:00:00,25.64433065,26.06071982,35.077,8.326203434,7.765890362,0.0
2020-01-02 00:05:00,25.64432637,25.97285991,35.074,8.326203447,7.769022089,0.0
2020-01-02 00:10:00,25.648,25.88542996,35.071,8.3201,7.770587953,0.0
2020-01-02 00:15:00,25.651,25.79821498,35.07,8.326203454,7.771370885,0.0
2020-01-02 00:20:00,25.652,25.71110749,35.071,8.330751727,7.77176235,0.0
2020-01-02 00:25:00,25.654,25.62455374,35.072,8.339975863,7.771958083,0.0
2020-01-02 00:30:00,25.653,25.53927687,35.076,8.353237932,7.771860217,0.0
2020-01-02 00:35:00,25.648,25.45563844,35.082,8.346606898,7.771811284,0.0
2020-01-02 00:40:00,25.643,25.37331922,35.089,8.343291381,7.771786817,0.0
2020-01-02 00:45:00,25.637,25.29265961,35.096,8.341633622,7.771774584,0.0
2020-01-02 00:50:00,25.632,25.2143298,35.102,8.340804743,7.771768467,0.0
2020-01-02 00:55:00,25.628,25.1381649,35.107,8.340390303,7.771765409,0.0
2020-01-02 01:00:00,25.625,25.06458245,35.113,8.340183083,7.77176388,0.0
2020-01-02 01:05:00,25.6185,24.99429123,35.121,8.340079473,7.771763115,0.0
2020-01-02 01:10:00,25.60975,24.92714561,35.129,8.340027668,7.771762733,0.0
2020-01-02 01:15:00,25.614125,24.86407281,35.138,8.340001766,7.737931366,0.0
2020-01-02 01:20:00,25.6163125,24.8030364,35.145,8.338400883,7.666765683,0.0
2020-01-02 01:25:00,25.61740625,24.7415182,35.15,8.325850441,7.592932842,0.0
2020-01-02 01:30:00,25.61795312,24.6787591,35.152,8.310375221,7.526766421,0.0
2020-01-02 01:35:00,25.61822656,24.61337955,35.151,8.30083761,7.48233321,0.0
2020-01-02 01:40:00,25.61836328,24.54568978,35.147,8.299418805,7.451016605,0.0
2020-01-02 01:45:00,25.61843164,24.47634489,35.139,8.300128208,7.415258303,0.0
2020-01-02 01:50:00,25.61846582,24.40417244,35.128,8.300482909,7.382279151,0.0
2020-01-02 01:55:00,25.61848291,24.32808622,35.1295,8.30066026,7.356389576,0.0
